0	528.90461	147.80579
1	528.89438	147.93562
2	529.08588	148.01609
3	529.24942	148.63268
4	529.22153	148.87016
5	529.24552	148.99849
6	529.08643	149.19068
7	529.01748	149.81419
8	528.69098	150.14391
9	529.00213	150.40192
10	528.82015	150.90322
11	528.77576	151.36648
12	528.5073	151.49959
13	528.46806	152.18074
14	528.17232	152.14363
15	528.38068	152.54755
16	528.76783	152.99608
17	529.11401	153.01757
18	529.15266	153.12226
19	529.13109	153.4012
20	529.37737	153.57633
21	529.29254	153.72335
22	529.19216	153.49025
23	529.67356	154.07004
24	529.90293	154.26864
25	529.68823	154.46008
26	529.67772	154.52097
27	529.62968	154.41327
28	529.96792	154.56205
29	530.16387	154.55674
30	529.73201	154.66728
31	529.84843	154.94065
32	530.22229	154.83129
33	530.40923	154.85648
34	530.48098	155.32364
35	531.00994	155.7664
36	531.12669	156.06554
37	530.85919	156.56066
38	531.62637	156.71914
39	531.76194	156.71668
40	531.80702	156.86168
41	532.06095	157.46646
42	532.22323	157.83234
43	532.21814	157.75196
44	532.23076	158.2626
45	532.32195	158.70682
46	532.61615	159.01561
47	533.08004	159.5147
48	533.27325	159.39494
49	533.47379	159.48121
50	533.52445	159.76313
51	533.59571	159.70224
52	533.69651	159.90998
53	533.89784	160.32584
54	533.91238	160.76773
55	534.36781	160.66746
56	534.1019	161.10987
57	533.95371	161.30592
58	534.37702	161.0453
59	534.77194	160.97284
60	534.8285	160.76035
61	534.62759	160.75883
62	534.71508	160.40148
63	535.08469	160.17208
64	534.88052	160.20939
65	535.13581	160.27712
66	535.71693	160.36714
67	535.99046	160.71235
68	536.33199	161.20409
69	536.61213	161.88174
70	536.8038	162.05304
71	537.16288	162.31594
72	537.29028	162.73861
73	537.55634	162.93341
74	538.00284	162.91251
75	538.1441	162.6919
76	538.16437	162.32651
77	538.26999	162.36626
78	537.9268	162.08881
79	538.48229	161.96081
80	538.77318	162.16055
81	539.39861	162.29777
82	539.83222	162.48728
83	539.93179	162.61349
84	540.29506	162.29599
85	540.50606	162.55048
86	540.10534	162.86636
87	540.0567	162.98968
88	540.24153	163.11513
89	540.28819	162.7147
90	540.48683	162.7319
91	540.67131	162.90876
92	540.90896	162.67919
93	541.08114	162.70411
94	540.67527	162.85062
95	540.67918	162.99396
96	540.74167	163.07145
97	540.56521	163.4042
98	540.47324	163.59972
99	541.00797	163.6991
100	540.74317	163.69963
101	541.20987	163.3049
102	541.35384	162.9998
103	541.66008	162.82686
104	541.75776	162.69491
105	542.34752	162.35514
106	542.4363	162.39371
107	542.62313	162.36591
108	542.87131	162.20207
109	542.97459	162.33994
110	543.2644	161.99114
111	543.32889	162.14635
112	543.48412	161.69608
113	543.47539	161.19559
114	544.1163	161.22421
115	544.55451	161.10155
116	544.917		161.12116
117	545.31849	161.64116
118	545.37092	161.6595
119	545.4146	161.53188
120	545.75054	161.46258
121	545.52254	161.68504
122	545.65563	161.95293
123	546.16029	161.85953
124	546.4344	161.7625
125	546.9001	161.95442
126	547.08945	161.36558
127	546.84297	161.41279
128	547.02499	161.00726
129	547.25506	160.94992
130	547.40329	160.6735
131	547.36357	160.20098
132	547.42693	160.0366
133	547.20997	159.82999
134	547.03478	159.66612
135	546.69815	159.48278
136	546.69333	159.4927
137	547.47466	159.10203
138	547.68386	158.76844
139	547.92215	158.51148
140	548.15505	158.05105
141	547.93833	157.35069
142	548.87939	157.30033
143	549.11145	157.5532
144	549.18314	157.22871
145	549.5357	157.14143
146	549.57439	157.02365
147	549.27309	157.11544
148	549.38253	156.80697
149	549.86207	156.72026
150	549.94007	156.88281
151	550.27278	157.09683
152	550.00971	157.17839
153	549.8145	156.98155
154	550.04319	156.91558
155	549.70612	156.59505
156	549.63053	156.50846
157	549.67624	156.21096
158	549.37274	155.53781
159	549.23959	155.32137
160	549.04547	155.49279
161	549.32692	155.26821
162	549.85689	155.00369
163	550.76282	154.60958
164	550.80366	154.44734
165	550.6107	154.21692
166	551.22817	154.11201
167	551.27267	154.10889
168	551.22339	153.81069
169	551.21038	153.48091
170	551.5426	153.55368
171	551.047		153.2839
172	551.40346	153.20369
173	551.38853	153.38737
174	551.81014	153.00776
175	552.13234	152.69486
176	552.0296	152.44415
177	552.18675	152.37657
178	552.76815	152.20205
179	552.54371	152.21871
180	552.22032	152.21762
181	552.23212	151.83795
182	552.53596	151.80838
183	552.69266	151.90322
184	552.80589	151.98942
185	553.03601	152.25162
186	553.02122	152.32214
187	553.5124	152.13931
188	553.92176	152.08728
189	554.41745	151.95759
190	554.89854	151.82421
191	554.93748	151.55331
192	555.62442	151.64021
193	555.98336	151.06491
194	556.22285	151.2797
195	556.38516	151.32584
196	556.27142	151.0366
197	556.66553	151.2487
198	556.80709	151.37614
199	556.91013	150.91868
200	557.0094	150.51775
201	556.92486	150.23178
202	556.77549	150.52427
203	556.89781	150.4555
204	557.16835	150.47461
205	557.99981	150.21557
206	558.18737	150.01749
207	558.91419	149.89212
208	558.81578	150.01525
209	558.68362	150.04023
210	558.9732	150.26155
211	559.09208	150.56519
212	559.31165	150.79286
213	559.63533	151.22834
214	560.01637	150.84268
215	560.33787	150.52162
216	560.39233	150.61981
217	560.27067	151.00605
218	560.24479	150.90601
219	560.26483	150.54138
220	560.55682	150.58979
221	560.40263	150.86889
222	560.49679	150.88177
223	560.64882	150.70172
224	560.86153	150.4199
